,x (Ams),y (Ams),z (Ams),A (kHz),B (kHz)
213,2.29685,11.48425,1.47935,18.558642773991398,3.2487670497510233
214,11.48425,-2.29685,-1.47935,18.558642773991398,3.2487670497510233
215,11.48425,-2.29685,1.47935,18.558642773991398,3.2487670497510233
216,11.48425,2.29685,-1.47935,18.558642773991398,3.2487670497510233
217,11.48425,2.29685,1.47935,18.558642773991398,3.2487670497510233
218,-0.0,-0.0,-11.8348,38.65647718973809,0.0
219,0.0,0.0,11.8348,38.65647718973809,0.0
220,-9.1874,-4.5937,-5.9174,4.855751070746571,11.160868306082673
221,-9.1874,-4.5937,5.9174,4.855751070746571,11.160868306082673
222,-9.1874,4.5937,-5.9174,4.855751070746571,11.160868306082673
223,-9.1874,4.5937,5.9174,4.855751070746571,11.160868306082673
224,-4.5937,-9.1874,-5.9174,4.855751070746571,11.160868306082673
225,-4.5937,-9.1874,5.9174,4.855751070746571,11.160868306082673
226,-4.5937,9.1874,-5.9174,4.855751070746571,11.160868306082673
227,-4.5937,9.1874,5.9174,4.855751070746571,11.160868306082673
228,4.5937,-9.1874,-5.9174,4.855751070746571,11.160868306082673
229,4.5937,-9.1874,5.9174,4.855751070746571,11.160868306082673
230,4.5937,9.1874,-5.9174,4.855751070746571,11.160868306082673
231,4.5937,9.1874,5.9174,4.855751070746571,11.160868306082673
232,9.1874,-4.5937,-5.9174,4.855751070746571,11.160868306082673
233,9.1874,-4.5937,5.9174,4.855751070746571,11.160868306082673
234,9.1874,4.5937,-5.9174,4.855751070746571,11.160868306082673
235,9.1874,4.5937,5.9174,4.855751070746571,11.160868306082673
236,-6.89055,-6.89055,-7.39675,1.6909518620277348,11.305116002458496
237,-6.89055,-6.89055,7.39675,1.6909518620277348,11.305116002458496
238,-6.89055,6.89055,-7.39675,1.6909518620277348,11.305116002458496
239,-6.89055,6.89055,7.39675,1.6909518620277348,11.305116002458496
240,6.89055,-6.89055,-7.39675,1.6909518620277348,11.305116002458496
241,6.89055,-6.89055,7.39675,1.6909518620277348,11.305116002458496
242,6.89055,6.89055,-7.39675,1.6909518620277348,11.305116002458496
243,6.89055,6.89055,7.39675,1.6909518620277348,11.305116002458496
244,-11.48425,-2.29685,-4.43805,10.164959813477473,7.250093640306953
245,-11.48425,-2.29685,4.43805,10.164959813477473,7.250093640306953
246,-11.48425,2.29685,-4.43805,10.164959813477473,7.250093640306953
247,-11.48425,2.29685,4.43805,10.164959813477473,7.250093640306953
248,-2.29685,-11.48425,-4.43805,10.164959813477473,7.250093640306953
249,-2.29685,-11.48425,4.43805,10.164959813477473,7.250093640306953
250,-2.29685,11.48425,-4.43805,10.164959813477473,7.250093640306953
251,-2.29685,11.48425,4.43805,10.164959813477473,7.250093640306953
252,2.29685,-11.48425,-4.43805,10.164959813477473,7.250093640306953
253,2.29685,-11.48425,4.43805,10.164959813477473,7.250093640306953
254,2.29685,11.48425,-4.43805,10.164959813477473,7.250093640306953
255,2.29685,11.48425,4.43805,10.164959813477473,7.250093640306953
256,11.48425,-2.29685,-4.43805,10.164959813477473,7.250093640306953
257,11.48425,-2.29685,4.43805,10.164959813477473,7.250093640306953
258,11.48425,2.29685,-4.43805,10.164959813477473,7.250093640306953
259,11.48425,2.29685,4.43805,10.164959813477473,7.250093640306953
260,-6.89055,-2.29685,-10.355450000000001,16.002612221927922,9.985667991397204
261,-6.89055,-2.29685,10.355450000000001,16.002612221927922,9.985667991397204
262,-6.89055,2.29685,-10.355450000000001,16.002612221927922,9.985667991397204
263,-6.89055,2.29685,10.355450000000001,16.002612221927922,9.985667991397204
264,-2.29685,-6.89055,-10.355450000000001,16.002612221927922,9.985667991397204
265,-2.29685,-6.89055,10.355450000000001,16.002612221927922,9.985667991397204
266,-2.29685,6.89055,-10.355450000000001,16.002612221927922,9.985667991397204
267,-2.29685,6.89055,10.355450000000001,16.002612221927922,9.985667991397204
268,2.29685,-6.89055,-10.355450000000001,16.002612221927922,9.985667991397204
269,2.29685,-6.89055,10.355450000000001,16.002612221927922,9.985667991397204
270,2.29685,6.89055,-10.355450000000001,16.002612221927922,9.985667991397204
271,2.29685,6.89055,10.355450000000001,16.002612221927922,9.985667991397204
272,6.89055,-2.29685,-10.355450000000001,16.002612221927922,9.985667991397204
273,6.89055,-2.29685,10.355450000000001,16.002612221927922,9.985667991397204
274,6.89055,2.29685,-10.355450000000001,16.002612221927922,9.985667991397204
275,6.89055,2.29685,10.355450000000001,16.002612221927922,9.985667991397204
276,-4.5937,-0.0,-11.8348,25.16745340386343,7.086975196651505
277,-4.5937,0.0,11.8348,25.16745340386343,7.086975196651505
278,-0.0,-4.5937,-11.8348,25.16745340386343,7.086975196651505
279,0.0,-4.5937,11.8348,25.16745340386343,7.086975196651505
280,-0.0,4.5937,-11.8348,25.16745340386343,7.086975196651505
281,0.0,4.5937,11.8348,25.16745340386343,7.086975196651505
282,4.5937,-0.0,-11.8348,25.16745340386343,7.086975196651505
283,4.5937,0.0,11.8348,25.16745340386343,7.086975196651505
284,-9.1874,-0.0,-8.8761,6.889751802413558,10.303129749693392
285,-9.1874,0.0,8.8761,6.889751802413558,10.303129749693392
286,-0.0,-9.1874,-8.8761,6.889751802413558,10.303129749693392
287,-0.0,-9.1874,8.8761,6.889751802413558,10.303129749693392
288,0.0,9.1874,-8.8761,6.889751802413558,10.303129749693392
289,0.0,9.1874,8.8761,6.889751802413558,10.303129749693392
290,9.1874,-0.0,-8.8761,6.889751802413558,10.303129749693392
291,9.1874,0.0,8.8761,6.889751802413558,10.303129749693392
292,-9.1874,-9.1874,0.0,14.606702319582416,0.0
293,-9.1874,9.1874,0.0,14.606702319582416,0.0
294,9.1874,-9.1874,0.0,14.606702319582416,0.0
295,9.1874,9.1874,0.0,14.606702319582416,0.0
296,-9.1874,-9.1874,-2.9587,11.537507625828402,3.9327156481583643
297,-9.1874,-9.1874,2.9587,11.537507625828402,3.9327156481583643
298,-9.1874,9.1874,-2.9587,11.537507625828402,3.9327156481583643
299,-9.1874,9.1874,2.9587,11.537507625828402,3.9327156481583643
300,9.1874,-9.1874,-2.9587,11.537507625828402,3.9327156481583643
301,9.1874,-9.1874,2.9587,11.537507625828402,3.9327156481583643
302,9.1874,9.1874,-2.9587,11.537507625828402,3.9327156481583643
303,9.1874,9.1874,2.9587,11.537507625828402,3.9327156481583643
304,-11.48425,-6.89055,-1.47935,12.623001739469446,1.9174625638956373
305,-11.48425,-6.89055,1.47935,12.623001739469446,1.9174625638956373
306,-11.48425,6.89055,-1.47935,12.623001739469446,1.9174625638956373
307,-11.48425,6.89055,1.47935,12.623001739469446,1.9174625638956373
308,-6.89055,-11.48425,-1.47935,12.623001739469446,1.9174625638956373
309,-6.89055,-11.48425,1.47935,12.623001739469446,1.9174625638956373
310,-6.89055,11.48425,-1.47935,12.623001739469446,1.9174625638956373
311,-6.89055,11.48425,1.47935,12.623001739469446,1.9174625638956373
312,6.89055,-11.48425,-1.47935,12.623001739469446,1.9174625638956373
313,6.89055,-11.48425,1.47935,12.623001739469446,1.9174625638956373
314,6.89055,11.48425,-1.47935,12.623001739469446,1.9174625638956373
315,6.89055,11.48425,1.47935,12.623001739469446,1.9174625638956373
316,11.48425,-6.89055,-1.47935,12.623001739469446,1.9174625638956373
317,11.48425,-6.89055,1.47935,12.623001739469446,1.9174625638956373
318,11.48425,6.89055,-1.47935,12.623001739469446,1.9174625638956373
319,11.48425,6.89055,1.47935,12.623001739469446,1.9174625638956373
320,-4.5937,-4.5937,-11.8348,16.995716140381937,7.368546336137012
321,-4.5937,-4.5937,11.8348,16.995716140381937,7.368546336137012
322,-4.5937,4.5937,-11.8348,16.995716140381937,7.368546336137012
323,-4.5937,4.5937,11.8348,16.995716140381937,7.368546336137012
324,4.5937,-4.5937,-11.8348,16.995716140381937,7.368546336137012
325,4.5937,-4.5937,11.8348,16.995716140381937,7.368546336137012
326,4.5937,4.5937,-11.8348,16.995716140381937,7.368546336137012
327,4.5937,4.5937,11.8348,16.995716140381937,7.368546336137012
328,-9.1874,-4.5937,-8.8761,3.617356316506307,8.499512121228701
329,-9.1874,-4.5937,8.8761,3.617356316506307,8.499512121228701
330,-9.1874,4.5937,-8.8761,3.617356316506307,8.499512121228701
331,-9.1874,4.5937,8.8761,3.617356316506307,8.499512121228701
332,-4.5937,-9.1874,-8.8761,3.617356316506307,8.499512121228701
333,-4.5937,-9.1874,8.8761,3.617356316506307,8.499512121228701
334,-4.5937,9.1874,-8.8761,3.617356316506307,8.499512121228701
335,-4.5937,9.1874,8.8761,3.617356316506307,8.499512121228701
336,4.5937,-9.1874,-8.8761,3.617356316506307,8.499512121228701
337,4.5937,-9.1874,8.8761,3.617356316506307,8.499512121228701
338,4.5937,9.1874,-8.8761,3.617356316506307,8.499512121228701
339,4.5937,9.1874,8.8761,3.617356316506307,8.499512121228701
340,9.1874,-4.5937,-8.8761,3.617356316506307,8.499512121228701
341,9.1874,-4.5937,8.8761,3.617356316506307,8.499512121228701
342,9.1874,4.5937,-8.8761,3.617356316506307,8.499512121228701
343,9.1874,4.5937,8.8761,3.617356316506307,8.499512121228701
344,-2.29685,-2.29685,-13.31415,22.796598557714127,3.8453111416500874
345,-2.29685,-2.29685,13.31415,22.796598557714127,3.8453111416500874
346,-2.29685,2.29685,-13.31415,22.796598557714127,3.8453111416500874
347,-2.29685,2.29685,13.31415,22.796598557714127,3.8453111416500874
348,2.29685,-2.29685,-13.31415,22.796598557714127,3.8453111416500874
349,2.29685,-2.29685,13.31415,22.796598557714127,3.8453111416500874
350,2.29685,2.29685,-13.31415,22.796598557714127,3.8453111416500874
351,2.29685,2.29685,13.31415,22.796598557714127,3.8453111416500874
352,-13.7811,0.0,0.0,12.241183124088886,0.0
353,-0.0,-13.7811,0.0,12.241183124088886,0.0
354,0.0,13.7811,0.0,12.241183124088886,0.0
355,13.7811,0.0,0.0,12.241183124088886,0.0
356,-11.48425,-2.29685,-7.39675,1.7427229520197678,7.301685800498346
357,-11.48425,-2.29685,7.39675,1.7427229520197678,7.301685800498346
358,-11.48425,2.29685,-7.39675,1.7427229520197678,7.301685800498346
359,-11.48425,2.29685,7.39675,1.7427229520197678,7.301685800498346
360,-2.29685,-11.48425,-7.39675,1.7427229520197678,7.301685800498346
361,-2.29685,-11.48425,7.39675,1.7427229520197678,7.301685800498346
362,-2.29685,11.48425,-7.39675,1.7427229520197678,7.301685800498346
363,-2.29685,11.48425,7.39675,1.7427229520197678,7.301685800498346
364,2.29685,-11.48425,-7.39675,1.7427229520197678,7.301685800498346
365,2.29685,-11.48425,7.39675,1.7427229520197678,7.301685800498346
366,2.29685,11.48425,-7.39675,1.7427229520197678,7.301685800498346
367,2.29685,11.48425,7.39675,1.7427229520197678,7.301685800498346
368,11.48425,-2.29685,-7.39675,1.7427229520197678,7.301685800498346
369,11.48425,-2.29685,7.39675,1.7427229520197678,7.301685800498346
370,11.48425,2.29685,-7.39675,1.7427229520197678,7.301685800498346
371,11.48425,2.29685,7.39675,1.7427229520197678,7.301685800498346
372,-13.7811,-0.0,-2.9587,9.928753239237246,3.1502937531884085
373,-13.7811,0.0,2.9587,9.928753239237246,3.1502937531884085
374,-0.0,-13.7811,-2.9587,9.928753239237246,3.1502937531884085
375,-0.0,-13.7811,2.9587,9.928753239237246,3.1502937531884085
376,0.0,13.7811,-2.9587,9.928753239237246,3.1502937531884085
377,0.0,13.7811,2.9587,9.928753239237246,3.1502937531884085
378,13.7811,-0.0,-2.9587,9.928753239237246,3.1502937531884085
379,13.7811,0.0,2.9587,9.928753239237246,3.1502937531884085
380,-11.48425,-6.89055,-4.43805,8.021289901991224,4.569765939853343
381,-11.48425,-6.89055,4.43805,8.021289901991224,4.569765939853343
382,-11.48425,6.89055,-4.43805,8.021289901991224,4.569765939853343
383,-11.48425,6.89055,4.43805,8.021289901991224,4.569765939853343
384,-6.89055,-11.48425,-4.43805,8.021289901991224,4.569765939853343
385,-6.89055,-11.48425,4.43805,8.021289901991224,4.569765939853343
386,-6.89055,11.48425,-4.43805,8.021289901991224,4.569765939853343
387,-6.89055,11.48425,4.43805,8.021289901991224,4.569765939853343
388,6.89055,-11.48425,-4.43805,8.021289901991224,4.569765939853343
389,6.89055,-11.48425,4.43805,8.021289901991224,4.569765939853343
390,6.89055,11.48425,-4.43805,8.021289901991224,4.569765939853343
391,6.89055,11.48425,4.43805,8.021289901991224,4.569765939853343
392,11.48425,-6.89055,-4.43805,8.021289901991224,4.569765939853343
393,11.48425,-6.89055,4.43805,8.021289901991224,4.569765939853343
394,11.48425,6.89055,-4.43805,8.021289901991224,4.569765939853343
395,11.48425,6.89055,4.43805,8.021289901991224,4.569765939853343
396,-6.89055,-6.89055,-10.355450000000001,6.586575783755803,7.461475641549066
397,-6.89055,-6.89055,10.355450000000001,6.586575783755803,7.461475641549066
398,-6.89055,6.89055,-10.355450000000001,6.586575783755803,7.461475641549066
399,-6.89055,6.89055,10.355450000000001,6.586575783755803,7.461475641549066
400,6.89055,-6.89055,-10.355450000000001,6.586575783755803,7.461475641549066
401,6.89055,-6.89055,10.355450000000001,6.586575783755803,7.461475641549066
402,6.89055,6.89055,-10.355450000000001,6.586575783755803,7.461475641549066
403,6.89055,6.89055,10.355450000000001,6.586575783755803,7.461475641549066
404,-9.1874,-9.1874,-5.9174,5.335627151172658,5.57144117067294
