,x (Ams),y (Ams),z (Ams),A (kHz),B (kHz)
0,-0.0,-0.0,-2.9587,121.7939810472663,54.369970069582095
1,0.0,0.0,2.9587,121.7939810472663,54.369970069582095
2,-2.29685,-2.29685,-1.47935,102.99604594052865,46.81501574568815
3,-2.29685,-2.29685,1.47935,102.9960459405274,46.81501574568834
4,-2.29685,2.29685,-1.47935,69.37439599371326,57.81113283294612
5,-2.29685,2.29685,1.47935,69.37439599371329,57.81113283294578
6,2.29685,-2.29685,-1.47935,69.37439599371329,57.81113283294578
7,2.29685,-2.29685,1.47935,69.37439599371326,57.81113283294612
8,2.29685,2.29685,-1.47935,102.9960459405274,46.81501574568834
9,2.29685,2.29685,1.47935,102.99604594052865,46.81501574568815
10,-4.5937,0.0,0.0,64.99569069703129,29.09312856691553
11,-0.0,-4.5937,0.0,32.453953505966005,14.566193312177509
12,0.0,4.5937,0.0,32.453953505966005,14.566193312177509
13,4.5937,0.0,0.0,64.99569069703129,29.09312856691553
14,-4.5937,-0.0,-2.9587,21.62767417879987,19.2951579256081
15,-4.5937,0.0,2.9587,21.627674178799584,19.295157925608045
16,-0.0,-4.5937,-2.9587,19.299794164030335,8.648567318387471
17,-0.0,-4.5937,2.9587,19.299794164030633,8.648567318387338
18,0.0,4.5937,-2.9587,19.299794164030633,8.648567318387338
19,0.0,4.5937,2.9587,19.299794164030335,8.648567318387471
20,4.5937,-0.0,-2.9587,21.627674178799584,19.295157925608045
21,4.5937,0.0,2.9587,21.62767417879987,19.2951579256081
22,-2.29685,-2.29685,-4.43805,0.881316959386763,14.787730607853883
23,-2.29685,-2.29685,4.43805,0.8813169593862932,14.787730607853792
24,-2.29685,2.29685,-4.43805,18.962609664271955,12.1097383832921
25,-2.29685,2.29685,4.43805,18.96260966427195,12.109738383291972
26,2.29685,-2.29685,-4.43805,18.96260966427195,12.109738383291972
27,2.29685,-2.29685,4.43805,18.962609664271955,12.1097383832921
28,2.29685,2.29685,-4.43805,0.8813169593862932,14.787730607853792
29,2.29685,2.29685,4.43805,0.881316959386763,14.787730607853883
30,-0.0,-0.0,-5.9174,15.224247630908287,6.796246258697762
31,0.0,0.0,5.9174,15.224247630908287,6.796246258697762
32,-4.5937,-4.5937,0.0,23.01048303939274,5.136047214241591
33,-4.5937,4.5937,0.0,11.505241519696368,10.272094428483182
34,4.5937,-4.5937,0.0,11.505241519696368,10.272094428483182
35,4.5937,4.5937,0.0,23.01048303939274,5.136047214241591
36,-4.5937,-4.5937,-2.9587,12.87450574256608,5.851876968211019
37,-4.5937,-4.5937,2.9587,12.874505742565924,5.851876968211043
38,-4.5937,4.5937,-2.9587,8.671799499214158,7.226391604118265
39,-4.5937,4.5937,2.9587,8.671799499214162,7.226391604118223
